matrix1	part1	matrix2	part2	count
Ryan2013_est	gene136	Hejnol2009	Tribe2007_0	164
Ryan2013_est	gene136	Whelan2017_strict	Subset6_01	11
Ryan2013_est	gene137	Chang2015	tribe1099	276
Ryan2013_est	gene137	Dunn2008	Tribe1099	135
Ryan2013_est	gene137	Hejnol2009	Tribe1219_0	204
Ryan2013_est	gene137	Simion2017	V2META15433-42-Calc_Hmm10-BMGE05	16
Ryan2013_est	gene137	Whelan2015_D1	Gene_0933	28
Ryan2013_est	gene137	Whelan2015_D10	Gene_0933	21
Ryan2013_est	gene137	Whelan2015_D20	Gene_0933	20
Ryan2013_est	gene137	Whelan2017_full	Subset2_21	29
Ryan2013_est	gene138	Hejnol2009	Tribe2435_0	135
Ryan2013_est	gene138	Simion2017	V2META11061-1-42-Calc_Hmm10-BMGE05	182
Ryan2013_est	gene139	Simion2017	V2META13429-42-Calc_Hmm10-BMGE05	47
Ryan2013_est	gene14	Borowiec2015_Total1080	OG731.fasta.aln_gene804	66
Ryan2013_est	gene14	Chang2015	rps15	176
Ryan2013_est	gene14	Dunn2008	Tribe199	243
Ryan2013_est	gene14	Nosenko2013_ribo_11057	KOG0898	23
Ryan2013_est	gene14	Nosenko2013_ribo_14615	KOG0898	86
Ryan2013_est	gene14	Philippe2009	Gene_0095	129
Ryan2013_est	gene14	Whelan2017_full	Subset3_03	65
Ryan2013_est	gene14	Whelan2017_strict	Subset1_01	58
Ryan2013_est	gene140	Borowiec2015_Best108	OG430.fasta.aln_gene52	185
Ryan2013_est	gene140	Borowiec2015_Total1080	OG430.fasta.aln_gene491	173
Ryan2013_est	gene140	Dunn2008	Tribe700	153
Ryan2013_est	gene140	Hejnol2009	Tribe926_0	162
Ryan2013_est	gene140	Simion2017	V2META14188-42-Calc_Hmm10-BMGE05	60
Ryan2013_est	gene140	Whelan2015_D1	Gene_0807	3
Ryan2013_est	gene140	Whelan2015_D10	Gene_0807	2
Ryan2013_est	gene140	Whelan2015_D20	Gene_0807	2
Ryan2013_est	gene141	Simion2017	V2META13435-42-Calc_Hmm10-BMGE05	251
Ryan2013_est	gene142	Hejnol2009	Tribe2784_0	25
Ryan2013_est	gene142	Simion2017	V2META14853-42-Calc_Hmm10-BMGE05	9
Ryan2013_est	gene142	Whelan2017_full	Subset26_03	2
Ryan2013_est	gene143	Simion2017	V2META14955-42-Calc_Hmm10-BMGE05	236
Ryan2013_est	gene144	Chang2015	yif1p	53
Ryan2013_est	gene144	Simion2017	V2META13621-42-Calc_Hmm10-BMGE05	72
Ryan2013_est	gene145	Borowiec2015_Best108	OG474.fasta.aln_gene58	64
Ryan2013_est	gene145	Borowiec2015_Total1080	OG474.fasta.aln_gene536	62
Ryan2013_est	gene145	Hejnol2009	Tribe2284_0	30
Ryan2013_est	gene146	Borowiec2015_Total1080	OG409.fasta.aln_gene467	100
Ryan2013_est	gene146	Hejnol2009	Tribe2683_0	210
Ryan2013_est	gene146	Whelan2015_D1	Gene_0066	35
Ryan2013_est	gene146	Whelan2015_D10	Gene_0066	33
Ryan2013_est	gene146	Whelan2015_D20	Gene_0066	32
Ryan2013_est	gene146	Whelan2017_strict	Subset6	34
Ryan2013_est	gene147	Hejnol2009	Tribe3755_0	175
Ryan2013_est	gene147	Simion2017	V2META15733-42-Calc_Hmm10-BMGE05	154
Ryan2013_est	gene148	Borowiec2015_Total1080	OG347.fasta.aln_gene400	627
Ryan2013_est	gene148	Simion2017	V2META13611-42-Calc_Hmm10-BMGE05	58
Ryan2013_est	gene149	Borowiec2015_Total1080	OG441.fasta.aln_gene502	46
Ryan2013_est	gene149	Hejnol2009	Tribe2571_0	223
Ryan2013_est	gene149	Simion2017	V2META15131-42-Calc_Hmm10-BMGE05	13
Ryan2013_est	gene15	Simion2017	V2META13354-42-Calc_Hmm10-BMGE05	123
Ryan2013_est	gene150	Chang2015	psma_01	193
Ryan2013_est	gene150	Philippe2009	Gene_0039	145
Ryan2013_est	gene150	Simion2017	V2META14579-42-Calc_Hmm10-BMGE05	206
Ryan2013_est	gene151	Simion2017	V2META10262-1-42-Calc_Hmm10-BMGE05	194
Ryan2013_est	gene152	Borowiec2015_Best108	OG1011.fasta.aln_gene4	121
Ryan2013_est	gene152	Borowiec2015_Total1080	OG1011.fasta.aln_gene11	113
Ryan2013_est	gene152	Chang2015	pace2	161
Ryan2013_est	gene152	Hejnol2009	Tribe1169_0	82
Ryan2013_est	gene152	Simion2017	V2META11065-2-42-Calc_Hmm10-BMGE05	56
Ryan2013_est	gene154	Borowiec2015_Total1080	OG903.fasta.aln_gene989	165
Ryan2013_est	gene154	Dunn2008	Tribe1187	24
Ryan2013_est	gene154	Hejnol2009	Tribe1678_0	80
Ryan2013_est	gene155	Borowiec2015_Total1080	OG41.fasta.aln_gene479	1
Ryan2013_est	gene155	Simion2017	V2META13749-42-Calc_Hmm10-BMGE05	12
Ryan2013_est	gene157	Borowiec2015_Total1080	OG752.fasta.aln_gene826	234
Ryan2013_est	gene157	Dunn2008	Tribe646	174
Ryan2013_est	gene157	Hejnol2009	Tribe930_0	201
Ryan2013_est	gene158	Dunn2008	Tribe850	432
Ryan2013_est	gene159	Hejnol2009	Tribe1564_0	134
Ryan2013_est	gene159	Simion2017	V2META14047-42-Calc_Hmm10-BMGE05	410
Ryan2013_est	gene16	Borowiec2015_Total1080	OG271.fasta.aln_gene319	82
Ryan2013_est	gene16	Hejnol2009	Tribe2345_0	38
Ryan2013_est	gene16	Simion2017	V2META14160-42-Calc_Hmm10-BMGE05	199
Ryan2013_est	gene16	Whelan2017_full	Subset18_02	74
Ryan2013_est	gene16	Whelan2017_strict	Subset14_01	44
Ryan2013_est	gene160	Borowiec2015_Total1080	OG904.fasta.aln_gene990	97
Ryan2013_est	gene160	Dunn2008	Tribe740	162
Ryan2013_est	gene160	Hejnol2009	Tribe967_0	211
Ryan2013_est	gene160	Moroz2014_3d	0129	72
Ryan2013_est	gene160	Simion2017	V2META15328-42-Calc_Hmm10-BMGE05	29
Ryan2013_est	gene160	Whelan2015_D1	Gene_0129	45
Ryan2013_est	gene160	Whelan2015_D10	Gene_0129	43
Ryan2013_est	gene160	Whelan2015_D20	Gene_0129	43
Ryan2013_est	gene161	Borowiec2015_Best108	OG633.fasta.aln_gene80	108
Ryan2013_est	gene161	Borowiec2015_Total1080	OG633.fasta.aln_gene698	106
Ryan2013_est	gene161	Chang2015	rpl14a	317
Ryan2013_est	gene161	Dunn2008	Tribe325	110
Ryan2013_est	gene161	Nosenko2013_ribo_11057	KOG3421	16
Ryan2013_est	gene161	Nosenko2013_ribo_14615	KOG3421	47
Ryan2013_est	gene161	Philippe2009	Gene_0055	71
Ryan2013_est	gene161	Simion2017	V2META14176-42-Calc_Hmm10-BMGE05	41
Ryan2013_est	gene162	Borowiec2015_Total1080	OG125.fasta.aln_gene165	88
Ryan2013_est	gene162	Simion2017	V2META12658-42-Calc_Hmm10-BMGE05	48
Ryan2013_est	gene163	Simion2017	V2META13416-42-Calc_Hmm10-BMGE05	38
Ryan2013_est	gene163	Whelan2015_D1	Gene_0835	48
Ryan2013_est	gene163	Whelan2015_D10	Gene_0835	53
Ryan2013_est	gene163	Whelan2015_D20	Gene_0835	40
Ryan2013_est	gene164	Simion2017	V2META12229-42-Calc_Hmm10-BMGE05	254
Ryan2013_est	gene165	Chang2015	arc20	356
Ryan2013_est	gene165	Dunn2008	Tribe1051	147
Ryan2013_est	gene165	Hejnol2009	Tribe1382_0	34
Ryan2013_est	gene165	Philippe2009	Gene_0002	106
Ryan2013_est	gene165	Simion2017	V2META14606-42-Calc_Hmm10-BMGE05	244
Ryan2013_est	gene166	Chang2015	if6	76
Ryan2013_est	gene166	Hejnol2009	Tribe1463_0	74
Ryan2013_est	gene166	Simion2017	V2META14109-42-Calc_Hmm10-BMGE05	52
Ryan2013_est	gene166	Whelan2015_D1	Gene_0007	144
Ryan2013_est	gene166	Whelan2015_D10	Gene_0007	148
Ryan2013_est	gene166	Whelan2015_D20	Gene_0007	132
Ryan2013_est	gene166	Whelan2017_full	Subset1_01	12
Ryan2013_est	gene167	Chang2015	rpl25	201
Ryan2013_est	gene167	Nosenko2013_ribo_11057	KOG0901	3
Ryan2013_est	gene167	Nosenko2013_ribo_14615	KOG1751	19
Ryan2013_est	gene167	Philippe2009	Gene_0068	84
Ryan2013_est	gene168	Borowiec2015_Total1080	OG534.fasta.aln_gene597	106
Ryan2013_est	gene168	Dunn2008	Tribe435	232
Ryan2013_est	gene168	Hejnol2009	Tribe594_0	246
Ryan2013_est	gene169	Simion2017	V2META14103-42-Calc_Hmm10-BMGE05	110
Ryan2013_est	gene17	Hejnol2009	Tribe3826_0	132
Ryan2013_est	gene170	Dunn2008	Tribe1169	117
Ryan2013_est	gene170	Hejnol2009	Tribe1625_0	75
Ryan2013_est	gene172	Borowiec2015_Best108	OG79.fasta.aln_gene94	160
Ryan2013_est	gene172	Borowiec2015_Total1080	OG79.fasta.aln_gene876	149
Ryan2013_est	gene172	Chang2015	psma_01	124
Ryan2013_est	gene172	Philippe2009	Gene_0042	58
Ryan2013_est	gene172	Simion2017	V2META13674-42-Calc_Hmm10-BMGE05	119
Ryan2013_est	gene172	Whelan2017_full	Subset2_12	45
Ryan2013_est	gene173	Simion2017	V2META14192-42-Calc_Hmm10-BMGE05	66
Ryan2013_est	gene173	Whelan2017_full	Subset20_02	156
Ryan2013_est	gene173	Whelan2017_strict	Subset14_01	233
Ryan2013_est	gene174	Hejnol2009	Tribe2810_0	244
Ryan2013_est	gene174	Simion2017	V2META13383-42-Calc_Hmm10-BMGE05	59
Ryan2013_est	gene177	Borowiec2015_Total1080	OG916.fasta.aln_gene1001	41
Ryan2013_est	gene177	Hejnol2009	Tribe2974_0	57
Ryan2013_est	gene177	Moroz2014_3d	0819	15
Ryan2013_est	gene177	Simion2017	V2META14108-42-Calc_Hmm10-BMGE05	14
Ryan2013_est	gene177	Whelan2015_D1	Gene_0819	24
Ryan2013_est	gene177	Whelan2015_D10	Gene_0819	22
Ryan2013_est	gene177	Whelan2015_D20	Gene_0819	21
Ryan2013_est	gene177	Whelan2017_full	Subset4_17	36
Ryan2013_est	gene178	Borowiec2015_Total1080	OG931.fasta.aln_gene1016	153
Ryan2013_est	gene178	Dunn2008	Tribe1136	74
Ryan2013_est	gene178	Hejnol2009	Tribe1245_0	142
Ryan2013_est	gene179	Ryan2013_est	gene79	1
Ryan2013_est	gene18	Nosenko2013_ribo_14615	KOG0052	2
Ryan2013_est	gene18	Simion2017	V2META10197-2-1-2-42-Calc_Hmm10-BMGE05	162
Ryan2013_est	gene180	Dunn2008	Tribe906	132
Ryan2013_est	gene180	Hejnol2009	Tribe1194_0	219
Ryan2013_est	gene181	Borowiec2015_Total1080	OG406.fasta.aln_gene464	168
Ryan2013_est	gene181	Borowiec2015_Total1080	OG585.fasta.aln_gene649	1
Ryan2013_est	gene181	Simion2017	V2META13837-42-Calc_Hmm10-BMGE05	28
Ryan2013_est	gene183	Chang2015	tribe765	103
Ryan2013_est	gene183	Dunn2008	Tribe765	290
Ryan2013_est	gene183	Hejnol2009	Tribe856_0	162
Ryan2013_est	gene184	Simion2017	V2META14800-42-Calc_Hmm10-BMGE05	212
Ryan2013_est	gene185	Borowiec2015_Total1080	OG169.fasta.aln_gene208	79
Ryan2013_est	gene185	Simion2017	V2META14608-42-Calc_Hmm10-BMGE05	324
Ryan2013_est	gene186	Borowiec2015_Total1080	OG447.fasta.aln_gene508	60
Ryan2013_est	gene186	Simion2017	V2META12720-42-Calc_Hmm10-BMGE05	16
Ryan2013_est	gene188	Moroz2014_3d	0917	2
Ryan2013_est	gene188	Whelan2015_D1	Gene_0917	39
Ryan2013_est	gene188	Whelan2015_D10	Gene_0917	39
Ryan2013_est	gene188	Whelan2015_D20	Gene_0917	36
Ryan2013_est	gene189	Simion2017	V2META13531-42-Calc_Hmm10-BMGE05	86
Ryan2013_est	gene19	Simion2017	V2META13042-42-Calc_Hmm10-BMGE05	95
Ryan2013_est	gene190	Borowiec2015_Total1080	OG64.fasta.aln_gene715	13
Ryan2013_est	gene190	Ryan2013_est	gene394	14
Ryan2013_est	gene190	Simion2017	V2META11830-42-Calc_Hmm10-BMGE05	1
Ryan2013_est	gene191	Hejnol2009	Tribe1552_0	19
Ryan2013_est	gene191	Simion2017	V2META14167-42-Calc_Hmm10-BMGE05	147
Ryan2013_est	gene191	Whelan2015_D1	Gene_0628	53
Ryan2013_est	gene191	Whelan2015_D10	Gene_0628	56
Ryan2013_est	gene192	Chang2015	tribe961	165
Ryan2013_est	gene192	Dunn2008	Tribe961	63
Ryan2013_est	gene192	Hejnol2009	Tribe963_0	100
Ryan2013_est	gene192	Simion2017	V2META13240-42-Calc_Hmm10-BMGE05	52
Ryan2013_est	gene192	Whelan2015_D1	Gene_0690	135
Ryan2013_est	gene192	Whelan2015_D10	Gene_0690	145
Ryan2013_est	gene192	Whelan2015_D20	Gene_0690	104
Ryan2013_est	gene193	Hejnol2009	Tribe3994_0	54
Ryan2013_est	gene194	Borowiec2015_Best108	OG1148.fasta.aln_gene10	247
Ryan2013_est	gene194	Borowiec2015_Total1080	OG1148.fasta.aln_gene140	235
Ryan2013_est	gene194	Simion2017	V2META13460-42-Calc_Hmm10-BMGE05	55
Ryan2013_est	gene195	Borowiec2015_Best108	OG298.fasta.aln_gene35	119
Ryan2013_est	gene195	Borowiec2015_Total1080	OG298.fasta.aln_gene348	113
Ryan2013_est	gene195	Hejnol2009	Tribe1786_0	40
Ryan2013_est	gene195	Whelan2015_D1	Gene_0017	65
Ryan2013_est	gene195	Whelan2015_D10	Gene_0017	63
Ryan2013_est	gene195	Whelan2015_D20	Gene_0017	60
Ryan2013_est	gene195	Whelan2017_full	Subset2_01	15
Ryan2013_est	gene196	Hejnol2009	Tribe1028_0	92
Ryan2013_est	gene196	Simion2017	V2META12503-42-Calc_Hmm10-BMGE05	173
Ryan2013_est	gene197	Hejnol2009	Tribe1983_0	174
Ryan2013_est	gene197	Whelan2015_D1	Gene_0947	87
Ryan2013_est	gene197	Whelan2015_D10	Gene_0947	92
Ryan2013_est	gene197	Whelan2015_D20	Gene_0947	78
Ryan2013_est	gene198	Borowiec2015_Total1080	OG308.fasta.aln_gene359	65
Ryan2013_est	gene198	Simion2017	V2META13457-42-Calc_Hmm10-BMGE05	7
Ryan2013_est	gene199	Borowiec2015_Total1080	OG519.fasta.aln_gene582	183
Ryan2013_est	gene199	Chang2015	tribe852	48
Ryan2013_est	gene199	Dunn2008	Tribe852	213
Ryan2013_est	gene199	Hejnol2009	Tribe1265_0	213
Ryan2013_est	gene199	Simion2017	V2META15229-42-Calc_Hmm10-BMGE05	35
Ryan2013_est	gene2	Borowiec2015_Total1080	OG515.fasta.aln_gene578	323
Ryan2013_est	gene2	Simion2017	V2META11079-2-42-Calc_Hmm10-BMGE05	114
Ryan2013_est	gene20	Dunn2008	Tribe1046	50
Ryan2013_est	gene20	Hejnol2009	Tribe1182_0	127
Ryan2013_est	gene20	Simion2017	V2META13603-42-Calc_Hmm10-BMGE05	93
Ryan2013_est	gene200	Borowiec2015_Total1080	OG1149.fasta.aln_gene141	247
Ryan2013_est	gene200	Simion2017	V2META12682-42-Calc_Hmm10-BMGE05	53
Ryan2013_est	gene200	Whelan2015_D1	Gene_0105	7
Ryan2013_est	gene200	Whelan2015_D10	Gene_0105	5
Ryan2013_est	gene200	Whelan2015_D20	Gene_0105	3
Ryan2013_est	gene201	Borowiec2015_Total1080	OG610.fasta.aln_gene678	126
Ryan2013_est	gene201	Hejnol2009	Tribe2171_0	71
Ryan2013_est	gene201	Simion2017	V2META13417-42-Calc_Hmm10-BMGE05	67
Ryan2013_est	gene202	Simion2017	V2META12901-42-Calc_Hmm10-BMGE05	111
Ryan2013_est	gene203	Simion2017	V2META13827-42-Calc_Hmm10-BMGE05	129
Ryan2013_est	gene206	Hejnol2009	Tribe1220_0	209
Ryan2013_est	gene206	Simion2017	V2META14537-42-Calc_Hmm10-BMGE05	258
Ryan2013_est	gene207	Chang2015	tribe629_01	158
Ryan2013_est	gene207	Dunn2008	Tribe629	25
Ryan2013_est	gene207	Hejnol2009	Tribe742_0	172
Ryan2013_est	gene207	Simion2017	V2META13784-42-Calc_Hmm10-BMGE05	52
Ryan2013_est	gene208	Borowiec2015_Best108	OG294.fasta.aln_gene33	66
Ryan2013_est	gene208	Borowiec2015_Total1080	OG294.fasta.aln_gene344	63
Ryan2013_est	gene208	Simion2017	V2META10658-2-42-Calc_Hmm10-BMGE05	344
Ryan2013_est	gene208	Whelan2017_full	Subset31_02	20
Ryan2013_est	gene209	Borowiec2015_Total1080	OG458.fasta.aln_gene520	170
Ryan2013_est	gene209	Simion2017	V2META14215-42-Calc_Hmm10-BMGE05	70
Ryan2013_est	gene210	Hejnol2009	Tribe1523_0	203
Ryan2013_est	gene210	Simion2017	V2META15200-42-Calc_Hmm10-BMGE05	117
Ryan2013_est	gene211	Borowiec2015_Total1080	OG170.fasta.aln_gene210	181
Ryan2013_est	gene211	Hejnol2009	Tribe1622_0	168
Ryan2013_est	gene211	Simion2017	V2META15292-42-Calc_Hmm10-BMGE05	37
Ryan2013_est	gene212	Borowiec2015_Total1080	OG414.fasta.aln_gene473	114
Ryan2013_est	gene212	Hejnol2009	Tribe2113_0	115
Ryan2013_est	gene212	Simion2017	V2META13333-42-Calc_Hmm10-BMGE05	159
Ryan2013_est	gene212	Whelan2015_D1	Gene_0062	17
Ryan2013_est	gene212	Whelan2015_D10	Gene_0062	15
Ryan2013_est	gene212	Whelan2015_D20	Gene_0062	12
Ryan2013_est	gene213	Hejnol2009	Tribe1351_0	458
Ryan2013_est	gene214	Hejnol2009	Tribe2055_0	162
Ryan2013_est	gene214	Simion2017	V2META13819-42-Calc_Hmm10-BMGE05	212
Ryan2013_est	gene214	Whelan2015_D1	Gene_0511	44
Ryan2013_est	gene214	Whelan2015_D10	Gene_0511	45
Ryan2013_est	gene214	Whelan2015_D20	Gene_0511	38
Ryan2013_est	gene214	Whelan2017_full	Subset32_01	30
Ryan2013_est	gene214	Whelan2017_strict	Subset27	13
Ryan2013_est	gene215	Simion2017	V2META12271-2-42-Calc_Hmm10-BMGE05	97
Ryan2013_est	gene216	Borowiec2015_Total1080	OG200.fasta.aln_gene243	214
Ryan2013_est	gene216	Whelan2017_full	Subset8_02	50
Ryan2013_est	gene218	Whelan2017_full	Subset20_05	71
Ryan2013_est	gene219	Hejnol2009	Tribe2583_0	117
Ryan2013_est	gene219	Simion2017	V2META13801-42-Calc_Hmm10-BMGE05	240
Ryan2013_est	gene22	Borowiec2015_Total1080	OG119.fasta.aln_gene159	102
Ryan2013_est	gene22	Simion2017	V2META13680-42-Calc_Hmm10-BMGE05	120
Ryan2013_est	gene220	Borowiec2015_Total1080	OG1115.fasta.aln_gene107	401
Ryan2013_est	gene221	Borowiec2015_Total1080	OG360.fasta.aln_gene415	158
Ryan2013_est	gene221	Chang2015	rpl18	42
Ryan2013_est	gene221	Dunn2008	Tribe179	329
Ryan2013_est	gene221	Hejnol2009	Tribe276_0	62
Ryan2013_est	gene221	Nosenko2013_ribo_11057	KOG1714	5
Ryan2013_est	gene221	Nosenko2013_ribo_14615	KOG1714	35
Ryan2013_est	gene221	Philippe2009	Gene_0059	39
Ryan2013_est	gene222	Borowiec2015_Total1080	OG383.fasta.aln_gene438	65
Ryan2013_est	gene222	Simion2017	V2META12900-42-Calc_Hmm10-BMGE05	24
Ryan2013_est	gene223	Borowiec2015_Total1080	OG340.fasta.aln_gene393	15
Ryan2013_est	gene223	Dunn2008	Tribe895	41
Ryan2013_est	gene223	Hejnol2009	Tribe1195_0	215
Ryan2013_est	gene223	Simion2017	V2META13780-42-Calc_Hmm10-BMGE05	21
Ryan2013_est	gene224	Dunn2008	Tribe619	190
Ryan2013_est	gene225	Hejnol2009	Tribe2741_0	298
Ryan2013_est	gene225	Whelan2015_D1	Gene_0412	16
Ryan2013_est	gene225	Whelan2015_D10	Gene_0412	16
Ryan2013_est	gene225	Whelan2015_D20	Gene_0412	13
Ryan2013_est	gene226	Borowiec2015_Total1080	OG826.fasta.aln_gene906	49
Ryan2013_est	gene226	Simion2017	V2META15532-42-Calc_Hmm10-BMGE05	60
Ryan2013_est	gene227	Borowiec2015_Total1080	OG240.fasta.aln_gene286	26
Ryan2013_est	gene227	Hejnol2009	Tribe2122_0	27
Ryan2013_est	gene227	Simion2017	V2META14180-42-Calc_Hmm10-BMGE05	58
Ryan2013_est	gene228	Borowiec2015_Best108	OG954.fasta.aln_gene107	92
Ryan2013_est	gene228	Borowiec2015_Total1080	OG954.fasta.aln_gene1039	85
Ryan2013_est	gene228	Moroz2014_3d	1035	1
Ryan2013_est	gene228	Simion2017	V2META10380-2-42-Calc_Hmm10-BMGE05	12
Ryan2013_est	gene229	Simion2017	V2META13579-42-Calc_Hmm10-BMGE05	25
Ryan2013_est	gene23	Borowiec2015_Total1080	OG78.fasta.aln_gene866	343
Ryan2013_est	gene23	Chang2015	psma_01	45
Ryan2013_est	gene23	Philippe2009	Gene_0037	75
Ryan2013_est	gene23	Simion2017	V2META14414-42-Calc_Hmm10-BMGE05	54
Ryan2013_est	gene23	Whelan2017_full	Subset32_04	16
Ryan2013_est	gene230	Borowiec2015_Total1080	OG845.fasta.aln_gene926	156
Ryan2013_est	gene230	Simion2017	V2META14975-42-Calc_Hmm10-BMGE05	39
Ryan2013_est	gene231	Whelan2017_full	Subset2_10	147
Ryan2013_est	gene232	Borowiec2015_Total1080	OG836.fasta.aln_gene916	35
Ryan2013_est	gene232	Hejnol2009	Tribe1732_0	235
Ryan2013_est	gene232	Whelan2015_D1	Gene_0806	36
Ryan2013_est	gene232	Whelan2015_D10	Gene_0806	33
Ryan2013_est	gene232	Whelan2015_D20	Gene_0806	31
Ryan2013_est	gene232	Whelan2017_full	Subset23_05	21
Ryan2013_est	gene234	Moroz2014_3d	0125	27
Ryan2013_est	gene234	Simion2017	V2META13800-42-Calc_Hmm10-BMGE05	54
Ryan2013_est	gene235	Hejnol2009	Tribe2740_0	125
Ryan2013_est	gene235	Simion2017	V2META12260-42-Calc_Hmm10-BMGE05	42
Ryan2013_est	gene235	Whelan2017_full	Subset10_14	28
Ryan2013_est	gene235	Whelan2017_strict	Subset8_01	34
Ryan2013_est	gene236	Simion2017	V2META13553-42-Calc_Hmm10-BMGE05	106
Ryan2013_est	gene238	Borowiec2015_Best108	OG75.fasta.aln_gene92	86
Ryan2013_est	gene238	Borowiec2015_Total1080	OG75.fasta.aln_gene834	84
Ryan2013_est	gene238	Chang2015	psmb_01	151
Ryan2013_est	gene238	Dunn2008	Tribe833	84
Ryan2013_est	gene238	Hejnol2009	Tribe1038_0	112
Ryan2013_est	gene238	Philippe2009	Gene_0045	94
Ryan2013_est	gene238	Simion2017	V2META13815-42-Calc_Hmm10-BMGE05	330
Ryan2013_est	gene239	Borowiec2015_Total1080	OG1078.fasta.aln_gene73	216
Ryan2013_est	gene239	Simion2017	V2META14972-42-Calc_Hmm10-BMGE05	7
Ryan2013_est	gene239	Whelan2015_D1	Gene_0414	13
Ryan2013_est	gene239	Whelan2015_D10	Gene_0414	11
Ryan2013_est	gene239	Whelan2015_D20	Gene_0414	11
Ryan2013_est	gene239	Whelan2017_strict	Subset24	2
Ryan2013_est	gene24	Borowiec2015_Best108	OG86.fasta.aln_gene101	76
Ryan2013_est	gene24	Borowiec2015_Total1080	OG86.fasta.aln_gene951	70
Ryan2013_est	gene24	Chang2015	mcm_01	239
Ryan2013_est	gene240	Borowiec2015_Total1080	OG753.fasta.aln_gene827	79
Ryan2013_est	gene240	Hejnol2009	Tribe1629_0	25
Ryan2013_est	gene240	Simion2017	V2META14331-42-Calc_Hmm10-BMGE05	39
Ryan2013_est	gene241	Hejnol2009	Tribe2037_0	231
Ryan2013_est	gene241	Simion2017	V2META17551-42-Calc_Hmm10-BMGE05	241
Ryan2013_est	gene241	Whelan2017_full	Subset11_04	46
Ryan2013_est	gene242	Chang2015	rps11	105
Ryan2013_est	gene242	Dunn2008	Tribe273	200
Ryan2013_est	gene242	Nosenko2013_ribo_11057	KOG1728	34
Ryan2013_est	gene242	Nosenko2013_ribo_14615	KOG1728	60
Ryan2013_est	gene242	Philippe2009	Gene_0092	88
Ryan2013_est	gene243	Borowiec2015_Total1080	OG626.fasta.aln_gene690	336
Ryan2013_est	gene243	Moroz2014_3d	0074	4
Ryan2013_est	gene243	Simion2017	V2META13228-42-Calc_Hmm10-BMGE05	4
Ryan2013_est	gene243	Whelan2017_full	Subset4_03	7
Ryan2013_est	gene245	Dunn2008	Tribe783	261
Ryan2013_est	gene245	Hejnol2009	Tribe1160_0	313
Ryan2013_est	gene246	Borowiec2015_Total1080	OG679.fasta.aln_gene747	46
Ryan2013_est	gene246	Hejnol2009	Tribe3603_0	49
Ryan2013_est	gene246	Whelan2017_full	Subset26_07	17
Ryan2013_est	gene247	Whelan2015_D1	Gene_0101	31
Ryan2013_est	gene247	Whelan2015_D10	Gene_0101	31
Ryan2013_est	gene247	Whelan2017_full	Subset2_04	111
Ryan2013_est	gene247	Whelan2017_strict	Subset4_01	112
Ryan2013_est	gene248	Chang2015	dihydrolatransacylase	465
Ryan2013_est	gene248	Simion2017	V2META13663-42-Calc_Hmm10-BMGE05	300
Ryan2013_est	gene249	Hejnol2009	Tribe3398_0	253
Ryan2013_est	gene25	Hejnol2009	Tribe2039_0	214
Ryan2013_est	gene25	Simion2017	V2META13245-42-Calc_Hmm10-BMGE05	167
Ryan2013_est	gene25	Whelan2015_D1	Gene_0070	31
Ryan2013_est	gene25	Whelan2015_D10	Gene_0070	30
Ryan2013_est	gene25	Whelan2015_D20	Gene_0070	25
Ryan2013_est	gene250	Borowiec2015_Total1080	OG540.fasta.aln_gene604	195
Ryan2013_est	gene250	Chang2015	rpl36	87
Ryan2013_est	gene250	Dunn2008	Tribe319	215
Ryan2013_est	gene250	Nosenko2013_ribo_11057	KOG3452	21
Ryan2013_est	gene250	Nosenko2013_ribo_14615	KOG3452	99
Ryan2013_est	gene250	Philippe2009	Gene_0078	102
Ryan2013_est	gene251	Chang2015	rla2	42
Ryan2013_est	gene251	Dunn2008	Tribe226	110
Ryan2013_est	gene251	Nosenko2013_ribo_11057	KOG1762	225
Ryan2013_est	gene251	Nosenko2013_ribo_14615	KOG1762	263
Ryan2013_est	gene252	Borowiec2015_Total1080	OG727.fasta.aln_gene799	176
Ryan2013_est	gene252	Dunn2008	Tribe1132	131
Ryan2013_est	gene252	Hejnol2009	Tribe1430_0	146
Ryan2013_est	gene253	Simion2017	V2META12629-42-Calc_Hmm10-BMGE05	60
Ryan2013_est	gene253	Whelan2015_D1	Gene_0930	11
Ryan2013_est	gene253	Whelan2015_D10	Gene_0930	9
Ryan2013_est	gene253	Whelan2015_D20	Gene_0930	9
Ryan2013_est	gene254	Borowiec2015_Total1080	OG956.fasta.aln_gene1041	410
Ryan2013_est	gene254	Simion2017	V2META10532-2-42-Calc_Hmm10-BMGE05	8
Ryan2013_est	gene255	Hejnol2009	Tribe2178_0	52
Ryan2013_est	gene255	Simion2017	V2META14168-42-Calc_Hmm10-BMGE05	173
Ryan2013_est	gene256	Borowiec2015_Best108	OG559.fasta.aln_gene70	43
Ryan2013_est	gene256	Borowiec2015_Total1080	OG559.fasta.aln_gene621	39
Ryan2013_est	gene256	Hejnol2009	Tribe4187_0	65
Ryan2013_est	gene256	Simion2017	V2META13806-42-Calc_Hmm10-BMGE05	151
Ryan2013_est	gene257	Hejnol2009	Tribe568_0	80
Ryan2013_est	gene257	Simion2017	V2META14945-42-Calc_Hmm10-BMGE05	39
Ryan2013_est	gene258	Chang2015	rps10	45
Ryan2013_est	gene258	Nosenko2013_ribo_11057	KOG3344	32
